x,y,xa,ya
320,270,367.66313150465305,264.64509972556186
320,275,368.8433685896184,270.5800266454917
320,280,369.3797652098969,275.40178817166094
320,285,370.28475545392826,281.1036092189216
320,290,371.0084066132492,286.6595323123147
320,295,371.3861205434504,292.29436257742935
320,300,371.4900811882884,297.2619642133154
320,305,372.5821579282545,302.93268327544666
320,310,374.014456885325,308.3701697327234
320,315,374.70935973749147,314.34647774737743
320,320,375.68323071885,319.4327487101424
320,325,376.6283757241181,325.283605091958
320,330,377.3782620941639,330.4327907537632
320,335,376.98699012509303,335.52028104678374
320,340,377.9854659384012,340.82998201128584
320,345,378.76034563453135,347.0912388086876
320,350,379.28616307020167,351.0938237705998
320,355,380.28574099343643,357.86253092709865
320,360,380.85738534101034,362.85976305729275
320,365,380.8858339118782,368.242916448702
320,370,381.2999372642929,373.42863713119215
320,375,382.0857969034696,379.7132040876866
330,200,372.26197657410864,188.96101540280148
330,205,372.713607210423,195.53549836930904
330,210,372.8219491709152,200.29076560280558
330,215,372.860739233299,205.3946624665695
330,220,373.7917952141485,211.8717228338825
330,225,374.89900640718344,217.01731150247824
330,230,376.13429986767466,221.75163767505308
330,235,375.52842834677153,226.48067147877725
330,240,376.52049883812884,232.39849046207914
330,245,377.84703673460365,237.73990855955384
330,250,377.89873827615617,243.03783667842885
330,255,378.0126488332767,248.05233069128982
330,260,378.981851415291,254.00788830924276
330,265,379.04817061903015,259.48076991114937
330,270,379.5759142719399,264.3773925871518
330,275,380.33947444280966,269.9265607257136
330,280,381.3680748684282,275.63071992715095
330,285,381.9784903253466,280.1711736468688
330,290,383.07256153973196,286.350009800481
330,295,382.83788925501125,290.59838112404327
330,300,383.6231544427794,297.01486621671876
330,305,384.55412338494193,302.4840019870733
330,310,385.3999127205075,307.7353115699371
330,315,386.0799349296412,312.1569091593507
330,320,386.6634546541659,318.22986530771163
330,325,388.0736219265923,324.637980736397
330,330,389.0705886911438,329.72921047357204
330,335,388.9244247455327,335.49845816317975
330,340,390.192619851161,341.70685558895394
330,345,390.359187299478,346.55300441360436
330,350,391.47352199519764,351.9750789535694
330,355,391.23153051792644,357.0189547816462
330,360,392.01122337724274,363.9849824010581
330,365,392.39171715707414,367.66979034936156
330,370,393.15525707093997,373.46404861801125
330,375,393.7829815483132,379.3304099893316
340,200,383.4440847411591,188.37805976719807
340,205,383.05401779213383,193.93912815160766
340,210,383.9183430751609,199.95186916101574
340,215,383.0331164423355,205.1686258131746
340,220,385.1432697514814,210.92954622086953
340,225,384.99704131366605,215.9703589710124
340,230,386.97471211760393,221.00008195061665
340,235,387.7781029342186,227.26958891150244
340,240,386.98495780077263,232.51861865610215
340,245,388.56160338608055,236.89953895759336
340,250,389.41315721583794,242.97885575050535
340,255,388.45186611552094,247.72890514441397
340,260,389.5816776409894,253.44493986844554
340,265,390.0779456293983,258.772715335891
340,270,391.2372401494644,265.2078212062123
340,275,390.6033656167123,269.3743902972302
340,280,391.89190351356376,274.12117070409215
340,285,392.6440366455569,280.50399978567924
340,290,392.9460770304851,285.03086959265664
340,295,393.66616020339035,291.35085458195056
340,300,393.53942723347717,295.73259486895324
340,305,394.7496323571492,302.2806867810511
340,310,396.911782158271,308.0265294308306
340,315,397.29598690706456,312.6857997022913
340,320,397.38544652523456,317.7295384169115
340,325,399.23508203424785,323.8270891359145
340,330,400.07742230792115,329.9402828296542
340,335,399.3850052255682,334.74555065181715
340,340,399.29076850934047,339.65652507084667
340,345,400.5908839112211,346.27495901418087
340,350,401.32865858697596,351.5624033273113
340,355,402.4897422020429,356.9963285223359
340,360,402.86501572393587,362.6625610827357
340,365,403.1494859096445,367.9236928124352
340,370,403.60298047726843,373.2608533712722
340,375,405.1639748896061,379.352006912281
350,200,394.7729053544902,188.57334358053714
350,205,395.6225649444412,193.82075111637468
350,210,395.4155905178947,199.064644128837
350,215,395.59330064420624,203.96997494466228
350,220,397.16820662596115,210.14649636912193
350,225,398.04779713312587,215.20960621027464
350,230,398.9498133560931,219.30710925573706
350,235,400.1056214464211,225.93694180190172
350,240,399.51008376067136,230.56704497937284
350,245,400.20220546992715,236.12248071943392
350,250,401.9443490840243,241.88900198405872
350,255,402.33654388243025,246.37408506424788
350,260,400.6638605375154,252.50698803454233
350,265,401.3397700615982,258.1823828762927
350,270,401.9574804765136,263.71929146349595
350,275,402.11996456569096,268.88711129366163
350,280,403.5527175834551,274.9469405777066
350,285,404.0030725610774,280.8466302947484
350,290,404.27249977567027,284.5435108025098
350,295,405.72535471295214,291.0669330843636
350,300,406.61208352563676,296.1882205381853
350,305,408.3590712805118,302.0588607341543
350,310,408.85044961731694,306.42202822175426
350,315,409.52796935768083,312.72279520219666
350,320,410.7966299146895,318.359737629186
350,325,411.90709065551727,325.0183616688295
350,330,412.57788209464184,329.1350107522516
350,335,412.1476337253508,334.93190067274713
350,340,413.17149723314645,340.6749476828387
350,345,413.8760159582106,345.2373897712622
350,350,413.9419633239112,350.79626213664477
350,355,414.93329214298944,357.12767040486415
350,360,415.5039305145127,362.61258159784
350,365,416.2015202647498,367.9169922494118
350,370,416.98368580231346,373.38335431035466
350,375,417.5708395102374,378.91210343054934
-300,0,-277.0402704516792,58.80184240803774
-300,5,-277.4772983166412,63.620209172193555
-300,10,-277.216772000761,68.50965633903317
-300,15,-277.1124085635571,72.90278050232789
-300,20,-276.848261361325,77.10679988490341
-300,25,-276.5096022518702,81.73328429186405
-300,30,-276.1930459486049,85.86978683481628
-300,35,-275.5393379668845,91.36106465346795
-300,40,-275.30262158957817,96.25275303513993
-300,45,-275.2492134450268,100.79105991796035
-300,50,-274.71273842851645,104.34805399504776
-300,55,-274.21222331240523,109.34889990088787
-300,60,-273.99239588320927,113.59909403975352
-300,65,-273.6659467197741,119.17938010254205
-300,70,-273.1685252504383,122.65252589782752
-300,75,-273.25223373488797,127.77621483556108
-300,80,-273.3511283095366,131.7898372902885
-300,85,-273.4086543950348,136.2394712121046
-300,90,-273.2570495749307,140.20541932261474
-300,95,-273.08214131545367,144.74793573199358
-300,100,-272.9140793306972,149.77208634596565
-300,105,-272.9237801151006,155.0587656623925
-300,110,-272.6167594936479,159.1131253312078
-300,115,-272.1601790296844,163.529378878095
-300,120,-271.72287696055844,168.60189954564612
-300,125,-271.33917657541105,172.86111398021305
-300,130,-271.0915897959241,176.8908737698322
-300,135,-270.6455879195285,181.79016909779713
-300,140,-270.53827284881345,185.91982254919307
-300,145,-269.9983070454658,190.83121842149367
-300,150,-269.58944894495505,196.35957226840944
-300,155,-269.537780244373,200.06307307887556
-300,160,-269.3499079397467,205.00154579970445
-300,165,-269.00176384974554,208.815211118712
-300,170,-268.6643426723834,213.79142539260312
-300,175,-268.2488678259275,218.23287718638775
-300,180,-268.08906504364364,222.56403869337572
-300,185,-268.0244702177863,227.08551364195537
-300,190,-267.81766943464595,232.50544554933754
-300,195,-267.3116608727046,236.83477844535994
-300,200,-266.832133211647,241.83946697693835
-290,0,-267.6269099992712,57.950671579928674
-290,5,-267.4753096475228,62.42439984092372
-290,10,-267.5526581634454,67.46014686462917
-290,15,-267.50372189726966,72.24416510753815
-290,20,-267.3193613486278,76.20068229978868
-290,25,-267.05571777690466,81.25390424098103
-290,30,-266.6770271217738,85.4359471759032
-290,35,-267.06397205447627,89.58573770846796
-290,40,-266.31313752818136,94.77475417283864
-290,45,-265.64890001083995,99.71181727824157
-290,50,-265.0813472619511,103.27509703858247
-290,55,-264.82201029384305,107.72029876421857
-290,60,-264.53651008866495,112.10324640292254
-290,65,-264.33894550653514,117.66797087262606
-290,70,-264.1544259133246,121.7261506388533
-290,75,-263.863512295878,126.36404909935646
-290,80,-263.5090460954285,130.18429849332372
-290,85,-263.24086823102465,135.12243646091457
-290,90,-262.54606207045407,138.94592498424905
-290,95,-262.5824532640566,144.25967269079717
-290,100,-262.5938605497754,148.9827756801383
-290,105,-262.3647992617842,153.91633787153143
-290,110,-261.83148090482496,157.1406794201864
-290,115,-261.47580838454013,162.1644518467724
-290,120,-261.6489387447964,166.21685560188317
-290,125,-261.0473186103333,171.44362595007337
-290,130,-260.31921135124463,176.0386536825774
-290,135,-260.05336480556736,180.02092432912164
-290,140,-260.1458923777481,185.53457603186473
-290,145,-259.69687228004716,189.62093439713655
-290,150,-259.6034474049058,193.64365013903716
-290,155,-259.7811863440635,197.81687371570607
-290,160,-261.23446874030026,203.3590681410255
-290,165,-259.1909271531688,208.54494191001703
-290,170,-258.8544911355894,212.80669330510045
-290,175,-258.25895119804784,217.26376190653346
-290,180,-258.04436232239186,221.63780037674331
-290,185,-257.8827542826208,225.51340178807706
-290,190,-257.65192308569334,230.78291372076936
-290,195,-257.36304712486486,235.79822516320422
-290,200,-256.93971855512774,240.43642532754336
-280,0,-259.3671937624547,58.95656554391974
-280,5,-259.33332222203035,63.47947635971771
-280,10,-258.62978614632914,68.21059955701844
-280,15,-258.0065546980551,71.96128177299406
-280,20,-257.01921852398584,76.24570867619761
-280,25,-257.64640941753544,81.57008333221046
-280,30,-257.04828795127696,85.0477527489632
-280,35,-256.95470398437703,89.6491375392469
-280,40,-257.39237783329924,94.2691400961829
-280,45,-257.1341644343007,97.73334689518008
-280,50,-256.7601271356522,102.69500821252737
-280,55,-256.3058119885074,107.74133455081974
-280,60,-255.56797046116537,112.09873248523783
-280,65,-255.2730757380717,116.85554439954335
-280,70,-254.99432314343895,121.44901311693351
-280,75,-255.11477438951425,125.59107966854972
-280,80,-254.83605990746156,130.0550812407933
-280,85,-253.91719622676825,135.06860714820644
-280,90,-253.85731175771926,139.2155221888199
-280,95,-253.0203651611478,144.80246802061254
-280,100,-252.78279157653188,149.01768151958694
-280,105,-252.26414536669483,152.96566142571498
-280,110,-252.02406677478285,157.02962292752008
-280,115,-251.4029059566409,163.19746056699637
-280,120,-251.37586735740376,167.86145538629938
-280,125,-251.1052642152991,170.94499025840966
-280,130,-251.1173572854872,176.46000149907564
-280,135,-250.86677826596386,181.02746547064774
-280,140,-250.89585849381,184.2773885549986
-280,145,-250.61670374376,189.1216606134894
-280,150,-250.83225187565853,193.4618066804716
-280,155,-249.78607694142963,198.25357041092226
-280,160,-249.49311035433246,203.78329512032235
-280,165,-248.97834491865223,208.5538838257265
-280,170,-249.050506832018,212.90988572422123
-280,175,-248.90930172160668,217.47647489442758
-280,180,-248.66178150868424,221.16564959925645
-280,185,-248.54608689616464,225.812617981795
-280,190,-247.77376830438638,229.7787427724712
-280,195,-247.617316859403,234.67266427740583
-280,200,-247.43671787311752,240.1797219707899
-270,10,-250.11861434104173,65.84491988706725
-270,15,-249.401966247956,70.73871698812528
-270,20,-249.5528767492394,75.47002026816484
-270,25,-249.227335273536,80.21392488991458
-270,30,-248.65386721639234,84.71209641560314
-270,35,-248.3231370975991,89.32057385016762
-270,40,-248.39638611911542,93.3025544525305
-270,45,-248.41282660928837,97.62928502918503
-270,50,-247.75837224689403,102.77548976667128
-270,55,-247.6083113782005,107.23488377402329
-270,60,-246.9673797153384,111.83801673374393
-270,65,-246.2649682471744,116.06711263299226
-270,70,-245.9608426033259,121.31035780272205
-270,75,-245.96216337429402,125.32893598754396
-270,80,-245.8722672013976,130.33226306982993
-270,85,-245.5323420851635,133.9005198760767
-270,90,-245.1465639479452,139.54219483371392
-270,95,-244.7782338830329,144.36704765581632
-270,100,-244.71510080374853,148.67357625313844
-270,105,-244.09024989392506,153.05460535798116
-270,110,-243.54365656240662,156.96195487996332
-270,115,-243.32428551223535,161.95027060566798
-270,120,-243.2120486649068,166.24402317543237
-270,125,-242.72378305620026,170.7431427683014
-270,130,-242.50916237888435,176.40751595827143
-270,135,-242.28750911533757,180.25192892447595
-270,140,-242.01880905389436,185.128947734495
-270,145,-241.9376194319525,188.6865885318313
-270,150,-241.56042139386886,193.19980306346258
-270,155,-241.55531736525197,198.86191457089984
-270,160,-241.5462580769168,202.28797289960073
-270,165,-240.70603167059107,208.02855400384732
-270,170,-240.29760851151326,211.8904876434473
-270,175,-240.314010404592,216.68259750995088
-270,180,-239.93491209228364,221.65614330721587
-270,185,-239.5902974433977,225.92644142609888
-270,190,-239.49488568462579,230.66031749157392
-270,195,-238.58151961529757,235.4221054323021
-270,200,-238.7631885930159,240.2896947171412
-260,15,-241.43380041121407,69.98320579368898
-260,20,-241.33088929773433,74.56194489445967
-260,25,-239.92163116644846,78.79359546276095
-260,30,-240.47236074017303,84.03341923135326
-260,35,-240.52712562404085,88.87155333648089
-260,40,-239.6061953194569,93.14651088534312
-260,45,-239.9633392529165,96.56630861313603
-260,50,-238.85734161936423,102.45413888236095
-260,55,-239.00549916752598,106.9556866522508
-260,60,-238.59170111242352,110.82978558945027
-260,65,-238.55578730308065,115.58063891415276
-260,70,-238.42158698706152,120.35989496160306
-260,75,-237.12275034491677,124.50124023061227
-260,80,-236.94150791170424,129.18370627221117
-260,85,-237.08402165103738,133.71754979466058
-260,90,-236.51940917907592,138.3911738880625
-260,95,-235.8742515849658,142.60789097990892
-260,100,-235.83953722695887,147.4666070519542
-260,105,-236.22451407661595,151.94742814654907
-260,110,-235.81446581364125,156.32490198450927
-260,115,-235.0842881704533,161.08364960604794
-260,120,-235.3641528544986,165.7689212482155
-260,125,-234.21828924940587,170.48917321283702
-260,130,-234.76299997272508,175.1635708855107
-260,135,-234.38588666319637,178.32553880388102
-260,140,-234.19265417182672,183.70722021877964
-260,145,-233.76183421220387,188.4049520704328
-260,150,-233.343110420969,192.34458476337952
-260,155,-233.12024254587215,197.3788547295441
-260,160,-232.82175053375664,201.59184799289912
-260,165,-232.58090248592907,206.93615873401419
-260,170,-232.18156063438522,211.57027423698497
-260,175,-232.22164030644376,215.76950566640738
-260,180,-231.92919997521372,220.02349898923848
-260,185,-231.67172088809158,224.2324822611181
-260,190,-231.42944372827975,229.3483892465885
-260,195,-231.24011594702523,234.30194093400402
-260,200,-231.0810386829756,238.39733223907666
-250,50,-230.49113928836638,100.84190853250013
-250,55,-230.40919891792154,105.37100546775935
-250,60,-230.44095586108003,110.37476015544706
-250,65,-229.9855427638364,114.2996950179362
-250,70,-229.21602296105232,119.14727225420214
-250,75,-228.7174357631933,123.30691237283932
-250,80,-228.86222837783706,128.2317281193909
-250,85,-228.4731436416235,132.58511996729857
-250,90,-228.26187121945736,137.848653002631
-250,95,-227.9927881696681,142.4819750467119
-250,100,-227.7079773168923,146.70164122110015
-250,105,-227.4280203039224,151.20192377229867
-250,110,-227.13635966995037,156.05689370782537
-250,115,-226.2223950426572,160.47418787854383
-250,120,-226.51468400341673,165.1200750602473
-250,125,-226.2993622514739,169.59506252750487
-250,130,-225.7457845023431,173.78725146808398
-250,135,-225.49121641289395,178.78255306532503
-250,140,-225.331848788552,183.47800256766075
-250,145,-225.09075889783048,187.39934928126507
-250,150,-224.60768513337112,192.23086444952952
-250,155,-224.08797868985806,197.32557276303461
-250,160,-224.01916648794653,201.78145112102112
-250,165,-223.78136205557482,206.2133542607776
-250,170,-223.38187560295881,211.09210722001933
-250,175,-222.90557069104918,215.7104367313487
-250,180,-222.5747059864832,220.24353783017014
-250,185,-222.54374333640638,224.59900585851116
-250,190,-222.3291885712088,228.87287740458692
-250,195,-222.12882530821952,233.52849642262467
-250,200,-221.78684260277757,237.44627816565776
-240,50,-221.92330219442803,100.30946107871036
-240,55,-221.67995199221835,104.81790243657755
-240,60,-221.37547369468967,109.54501928844287
-240,65,-220.9137615983862,113.63378306612697
-240,70,-220.6905309295754,117.80145913936128
-240,75,-220.329590530125,122.52543134245767
-240,80,-219.9574822473955,127.04285673385253
-240,85,-219.55947129391248,131.87665052037025
-240,90,-219.10424624175727,135.81234027233424
-240,95,-218.923667931844,140.7901235292051
-240,100,-218.64609381473235,145.7854309110199
-240,105,-218.04322907150248,150.47015542197397
-240,110,-218.03641963715162,154.7147941979743
-240,115,-217.58900538129393,159.09184649418546
-240,120,-217.363357687155,163.37144642212303
-240,125,-216.82337849205018,167.92445390480623
-240,130,-216.1284328623376,173.20101527920508
-240,135,-216.60592636717357,177.97630027037133
-240,140,-215.73230606622727,183.1612177803504
-240,145,-215.88611731023775,186.40811406591138
-240,150,-215.78825625394143,190.18720611324215
-240,155,-215.22986376690292,196.41757332041752
-240,160,-214.91292700937362,199.95884280947897
-240,165,-214.46596319735653,204.3192780268941
-240,170,-214.17454798216949,210.13533340060553
-240,175,-213.56364755526195,214.24358989487325
-240,180,-213.5334176713989,218.7627686661725
-240,185,-213.33553724220388,223.59589102928598
-240,190,-213.0100070451518,228.87075046924483
-240,195,-212.90031798569441,232.4694748794736
-240,200,-212.40665741885908,237.34198781415222
-230,50,-212.28989839760436,97.9284025541247
-230,55,-212.07956012797302,103.3818189254813
-230,60,-211.80977975239142,108.99120765730251
-230,65,-211.40630488153099,113.66364078670838
-230,70,-210.86512300861173,117.63299050073324
-230,75,-210.13276313212185,122.28850676343987
-230,80,-210.05182722818185,126.8153299844501
-230,85,-209.88165620131073,131.43199282985094
-230,90,-209.64077047276513,136.32023989890305
-230,95,-209.4568375582519,140.15846850173293
-230,100,-209.0534297940998,144.31495672068775
-230,105,-209.36741496514514,150.22569603354194
-230,110,-209.04609896725955,155.193262859035
-230,115,-208.86676305678168,158.3815255187731
-230,120,-207.95334980418488,163.32994564547434
-230,125,-207.36336335072932,167.73096979793408
-230,130,-207.41106826680232,172.35383081495183
-230,135,-207.2771004785292,178.24141655108818
-230,140,-206.89710500980985,182.01339551317483
-230,145,-206.5737723587606,187.26385574682783
-230,150,-206.0666786949546,191.60459340379532
-230,155,-205.7674292658919,196.63620961733992
-230,160,-205.38396706058734,201.68661966384596
-230,165,-205.59246262256036,205.1483050058565
-230,170,-205.25137900436147,209.85792795899016
-230,175,-204.93178477494308,213.64739501604075
-230,180,-204.55171378389264,219.58455902148447
-230,185,-204.44894155634776,223.4669152847316
-230,190,-203.69724844153106,228.10709834634812
-230,195,-203.1987510301795,233.58298679041073
-230,200,-203.2160396896446,236.89448583916186
-220,50,-203.50650703782134,99.00412087125696
-220,55,-203.20503686237035,103.65280181481458
-220,60,-202.62170730721368,108.74998746596091
-220,65,-202.65708988993978,113.39824009091735
-220,70,-202.01817255205924,118.16107796804665
-220,75,-202.3007870770797,122.01540823541087
-220,80,-202.0352242235731,126.55674643414983
-220,85,-201.61657678771275,130.89949437890834
-220,90,-201.1804698350599,135.83105117488412
-220,95,-200.78883506772522,139.78216946282285
-220,100,-200.4621375014863,144.56861136026663
-220,105,-200.31799191099242,149.01560023917781
-220,110,-199.8423884845269,153.5789137430577
-220,115,-199.6437819270897,158.31848879947557
-220,120,-199.39187974965998,162.73618826816292
-220,125,-198.86850427755155,167.63909672761807
-220,130,-198.74290031361838,171.92231374615204
-220,135,-198.5689812943366,176.3076112141604
-220,140,-198.02522964418839,181.13142323657698
-220,145,-197.64391776098915,186.0472639521837
-220,150,-197.48556446339597,189.99332735329568
-220,155,-196.9636980278839,195.458811849221
-220,160,-196.1352636023849,200.20098163482024
-220,165,-196.30785342848563,204.68211775527587
-220,170,-196.1971356351661,208.47739871896172
-220,175,-195.98262059267287,213.6185283679006
-220,180,-195.22239306379245,218.97578535939405
-220,185,-195.31896930385233,223.5084184395738
-220,190,-195.06493703342554,227.37963510050884
-220,195,-194.81130427543,231.89189090602184
-220,200,-194.79192502989196,236.21916567254283
-210,50,-194.2601281429486,98.54769421788352
-210,55,-194.0981564873783,102.69318443816047
-210,60,-193.97185709053403,107.57956024294973
-210,65,-193.70022009964993,111.49854088707957
-210,70,-193.49805214272695,116.35030971397532
-210,75,-193.0937699437654,120.73263617557619
-210,80,-192.6001905366846,125.35832681036058
-210,85,-192.3573852443419,130.7123182211138
-210,90,-192.21084916370395,134.03026408958
-210,95,-191.5579481603559,139.56417880322627
-210,100,-191.42035125440492,143.86633116320164
-210,105,-191.06599236655475,148.87281864926692
-210,110,-190.32284790031144,153.36913713747745
-210,115,-190.36944622920788,157.95194830796692
-210,120,-189.87611675172957,161.93073454235704
-210,125,-189.89026367460497,166.05879221696517
-210,130,-189.65766410155402,171.53472358629884
-210,135,-189.17417735891354,176.06907533104825
-210,140,-188.85949129637683,180.13484703236
-210,145,-188.6336422708338,184.7840256236927
-210,150,-188.3984312266053,189.075540711604
-210,155,-187.82370548616083,194.82273918934814
-210,160,-187.71168374096078,199.21800273560157
-210,165,-187.06622188161305,203.69143733647653
-210,170,-186.89228373067994,207.7844132040011
-210,175,-186.77332818981728,212.37594663902905
-210,180,-186.44549744271592,216.94710693456398
-210,185,-186.01227463137303,221.87197886348633
-210,190,-185.8631007134209,227.20858723461575
-210,195,-185.47688404155,231.1983386577033
-210,200,-185.44955224762506,237.24036274790927
-200,65,-184.66032510605274,110.84750713773484
-200,70,-184.23613047492688,115.5952572779664
-200,75,-183.8677589907362,120.0045022182978
-200,80,-183.35512758733316,124.7194085701373
-200,85,-183.07816665098383,128.7710140169485
-200,90,-182.6140617908702,133.6271530928798
-200,95,-182.68374459976437,137.81246517200574
-200,100,-182.26596095217738,142.57616698985566
-200,105,-181.89370468989353,147.7578716112247
-200,110,-181.801941225424,152.217143234355
-200,115,-181.5842172392744,156.84502423671938
-200,120,-181.17119076021385,160.9758983925495
-200,125,-180.93586014181125,165.55416473378904
-200,130,-180.6131844796562,170.7075489035429
-200,135,-180.34488974995534,175.11232044460087
-200,140,-179.95848273058502,179.56284535263075
-200,145,-179.70357883947486,183.8571505707281
-200,150,-179.17300843322315,187.8224445375062
-200,155,-179.0010402009053,193.1180889168387
-200,160,-178.28488645196492,198.2071361409246
-200,165,-177.9444644470757,202.69470743861615
-200,170,-177.44852625310423,207.9963893912897
-200,175,-177.64914007697195,211.619343530457
-200,180,-177.24834044387035,215.86576762925017
-200,185,-177.10922686138437,221.21193178555782
-200,190,-176.6377481302714,226.21119798173027
-200,195,-176.35126027316784,231.5436529465182
-200,200,-175.82479566964633,236.22957790142053
-190,75,-174.00881849888233,118.57944408123353
-190,80,-173.82985768801805,123.53552967209122
-190,85,-173.5363365050693,127.9223393369504
-190,90,-173.29370018240746,133.41588570404525
-190,95,-172.938363666967,137.13604120002503
-190,100,-172.69911414541613,141.4700675267173
-190,105,-172.46016266042326,145.98699191959687
-190,110,-172.36871469904867,150.93071547488967
-190,115,-172.04933038683987,154.7968877168868
-190,120,-171.29672727368438,160.14381865262442
-190,125,-171.1641827066631,165.27607314879629
-190,130,-170.73049481594893,169.80205128914912
-190,135,-170.6341089529328,173.9401487440487
-190,140,-170.16288711538044,179.0662943448711
-190,145,-169.7715010399599,182.8818137297043
-190,150,-169.4444563172113,187.61313275764
-190,155,-169.16868197494384,192.89948391510015
-190,160,-168.72766117710157,196.910240654625
-190,165,-168.4436027119747,201.54620948816162
-190,170,-168.04342959564102,205.39839125173796
-190,175,-167.80746488521865,210.9949968963049
-190,180,-167.36045066933616,216.13416404698307
-190,185,-167.26174764240378,220.0181489689059
-190,190,-166.92523254611132,224.4409876689444
-190,195,-166.3380303162554,229.37914906285363
-190,200,-166.52303736520776,233.56169171220301
-180,85,-165.0770739164744,126.83230149029248
-180,90,-164.64671627821883,131.22054953787514
-180,95,-164.33705823113024,136.2639658344072
-180,100,-163.98754966368938,140.72259318109909
-180,105,-163.70178807337012,145.63395883137605
-180,110,-163.42088759752806,150.2017142991614
-180,115,-162.946108408289,155.62160757731854
-180,120,-162.5197765915124,160.07577810602015
-180,125,-162.46270450958636,164.26909248633723
-180,130,-162.11728037084987,169.30224379822738
-180,135,-161.81052877928408,173.64685972755515
-180,140,-161.30716973644877,178.33224154932543
-180,145,-160.99748778857025,182.36572735754908
-180,150,-160.6968287486317,187.25262447459085
-180,155,-160.12827701745192,192.87674838826416
-180,160,-160.02072101263138,196.7921713831453
-180,165,-159.5467984852204,201.34646297732266
-180,170,-159.5913786000417,206.59748265982265
-180,175,-159.36761689734888,210.23147116741717
-180,180,-159.06682563329684,214.89598768908337
-180,185,-158.71426291848368,218.97270800823003
-180,190,-158.36996375760748,224.14435921116137
-180,195,-158.17215709434316,228.59693087703002
-180,200,-158.01501172858224,233.0754775519349
-170,90,-155.76297056705846,130.90819921584944
-170,95,-155.30199505824268,135.51775399437446
-170,100,-154.95237060158846,140.4314184562473
-170,105,-154.73205390028266,144.8698112876314
-170,110,-154.54763821863247,149.90927864022078
-170,115,-154.22519996064497,154.16139160637337
-170,120,-153.82558718034116,158.83614097973734
-170,125,-153.42772499646998,163.32617310287876
-170,130,-153.03419215512943,167.98664455328858
-170,135,-152.8114804912367,172.29493732962203
-170,140,-152.21763336024452,177.57626245963553
-170,145,-152.0019071491954,182.51375335021598
-170,150,-151.6056106107845,186.04288408169586
-170,155,-150.98063608343844,191.90829983983554
-170,160,-150.94783940758452,195.21460838766689
-170,165,-150.70735674935182,200.15609932938824
-170,170,-150.59471205763316,204.67602572286793
-170,175,-150.00803662021133,209.98429822817138
-170,180,-149.82557915658037,214.03296796107054
-170,185,-149.59711215252688,218.81460612429606
-170,190,-149.50425980917166,223.72401690016247
-170,195,-148.66208944859792,228.898740546657
-170,200,-148.5168569251469,233.5825993749621
-160,90,-146.47113961946332,130.34534537606922
-160,95,-146.18035418521595,135.0147632909227
-160,100,-145.91833419692924,139.62558708031847
-160,105,-145.50487858816385,144.29196627627488
-160,110,-145.51044566048574,148.57877637049575
-160,115,-145.11266687915875,153.92672427486914
-160,120,-144.8386604476655,158.14292172019418
-160,125,-144.43317267431303,162.72444311746034
-160,130,-143.87680114761116,167.54504077650117
-160,135,-143.73011528764005,172.6926801001713
-160,140,-143.3213678736904,176.76490383712652
-160,145,-143.00491299449104,181.10827341930624
-160,150,-142.41665098664612,185.49029874755576
-160,155,-142.1368737179646,191.22815454589306
-160,160,-141.87284289503708,194.9166654617731
-160,165,-141.71078271205818,198.79695753310236
-160,170,-141.38167703814474,203.8969128518983
-160,175,-141.18500899382076,208.69552699442045
-160,180,-140.8018084426337,212.97971080548112
-160,185,-140.3268666457121,217.93547691446645
-160,190,-139.9444918496477,222.77026137547864
-160,195,-139.9198418787568,227.60338881357578
-160,200,-139.69565264344817,231.8327150582385
-150,100,-136.77860578950026,138.7607522645322
-150,105,-136.50076664272459,143.323944195909
-150,110,-136.0606804615532,148.30763270485247
-150,115,-135.85936568886066,152.66093697418194
-150,120,-135.185360441827,157.79286111625555
-150,125,-134.64738250333855,162.53003577662452
-150,130,-134.7080450418465,166.6568188529001
-150,135,-134.5746899879185,171.15979457236745
-150,140,-134.11781175522148,175.73832035747262
-150,145,-133.85153005413378,180.2766928974326
-150,150,-133.4596849937945,184.7184105374895
-150,155,-132.85113508146316,189.7510360132027
-150,160,-132.93852317364602,194.73552794264975
-150,165,-132.64788425951522,199.30477212262625
-150,170,-132.40411663136402,204.29296369810763
-150,175,-131.9594149369959,208.06472525968897
-150,180,-131.64286112459632,213.0481656081831
-150,185,-131.46691888853965,217.9169795564055
-150,190,-131.30954787644103,222.42050502760986
-150,195,-130.84517439632364,226.31660605927155
-150,200,-130.19571032801514,231.4791852356009
-140,100,-127.24244892367372,138.3759792289305
-140,105,-126.9914404948843,143.76155502354308
-140,110,-126.5479969241171,147.41358470518475
-140,115,-126.26237621405839,153.09406161927734
-140,120,-125.76508347077876,157.2416256608781
-140,125,-125.31537482308191,161.660564999472
-140,130,-125.27268215624446,165.69696637876748
-140,135,-124.50656786443996,169.74550950127082
-140,140,-124.58226569346687,175.5459059518918
-140,145,-124.17331945946519,180.35562686423614
-140,150,-123.93054071627876,184.0994984396897
-140,155,-123.60680369462277,189.0918886404332
-140,160,-123.08125066168287,194.61420581660818
-140,165,-122.8371685476505,198.82736602114187
-140,170,-122.38040964722407,203.07907810110683
-140,175,-121.70546957774908,207.75758630102519
-140,180,-121.72361668264861,212.695565626104
-140,185,-121.5323792023711,217.38497927151414
-140,190,-121.30788762463435,222.31720815958658
-140,195,-121.14392247903969,226.59316047890647
